Python,Java,C++,JavaScript,C#,PHP,Ruby,Swift,Go,Rust,Software_Development_Experience,Database_Management,Networking_Skills,Web_Development_Experience,Communication_Skills,Problem_Solving_Abilities,Teamwork_Collaboration,Time_Management,Adaptability,Personal_Interests,Internship_Experience,Certifications_Training,Leadership_Experience,Career_Goals
3,3,1,9,4,1,4,1,2,2,4,1,1,8,3,3,1,2,3,Management,Yes,Yes,No,typescript
1,1,1,1,1,3,2,4,2,2,7,1,8,2,1,7,2,3,3,Coding,Yes,No,No,system-design
4,2,2,3,1,2,2,1,4,4,2,3,9,1,4,9,1,4,2,Research,No,Yes,No,linux
8,4,3,9,2,4,3,2,1,2,4,8,2,9,3,2,1,3,3,Management,Yes,No,No,full-stack
3,3,3,3,4,3,1,2,2,1,9,4,9,2,1,2,1,1,7,Management,No,Yes,No,terraform
9,2,2,8,1,1,2,4,1,1,1,7,4,7,4,4,3,1,4,Research,No,No,No,full-stack
2,4,2,8,1,3,3,2,3,4,4,3,1,8,4,2,2,4,8,Coding,Yes,No,No,react
1,3,8,1,1,2,4,2,4,3,7,2,2,2,1,7,2,2,4,Management,No,Yes,No,cpp
4,3,2,7,2,4,3,3,2,3,1,2,2,9,4,2,2,2,8,Research,Yes,Yes,No,vue
3,2,2,9,2,2,4,2,1,2,1,3,9,2,3,4,2,4,8,Management,Yes,No,No,cloudflare
3,1,1,7,2,3,4,1,2,2,1,3,9,4,3,2,1,3,8,Management,No,No,No,cloudflare
4,4,3,7,2,2,3,1,3,2,3,2,4,8,1,3,3,3,2,Coding,Yes,Yes,No,frontend
7,4,4,3,3,3,2,1,1,3,2,9,1,3,3,8,3,2,2,Design,No,Yes,No,ai-data-scientist
1,2,3,9,4,4,4,3,1,1,3,1,1,9,4,4,4,4,4,Research,Yes,No,No,frontend
3,3,8,3,1,2,4,2,8,3,1,2,4,4,2,8,1,1,3,Coding,Yes,Yes,No,blockchain
4,2,1,3,4,4,2,4,4,4,2,1,7,1,4,8,1,1,2,Coding,Yes,Yes,No,linux
1,3,2,4,3,3,4,4,1,1,9,2,8,4,4,3,3,4,8,Research,Yes,Yes,No,terraform
2,3,3,2,3,2,1,4,2,1,1,2,8,2,2,3,1,1,7,Coding,Yes,No,No,aws
2,4,3,3,2,4,3,2,3,1,1,1,7,4,3,9,1,3,9,Research,Yes,No,No,cyber-security
3,1,4,8,3,1,3,4,1,1,4,1,4,9,4,4,4,3,8,Design,Yes,Yes,No,vue
1,9,4,2,3,1,1,3,3,4,9,4,2,2,3,4,1,1,7,Management,No,Yes,No,android
9,4,2,4,1,1,1,1,3,4,9,9,2,4,3,4,4,1,4,Management,Yes,No,No,backend
9,4,2,8,4,2,1,4,2,1,3,9,3,8,4,2,3,1,3,Design,No,Yes,No,full-stack
7,4,4,3,4,3,4,3,4,3,7,8,3,2,3,1,3,4,1,Management,No,Yes,No,backend
4,4,1,1,3,1,2,2,2,4,7,2,8,2,1,3,3,2,9,Management,Yes,Yes,No,terraform
1,2,1,9,2,3,1,1,4,1,4,1,7,4,4,1,1,2,7,Research,Yes,Yes,No,cloudflare
4,2,1,8,2,3,1,4,1,1,7,3,3,1,1,2,3,3,8,Management,Yes,No,No,react-native
2,2,1,7,1,1,1,1,1,1,2,4,4,9,2,2,4,4,1,Design,Yes,No,No,angular
2,3,2,8,4,3,3,3,4,2,8,3,1,4,2,4,2,4,9,Coding,Yes,No,No,react-native
4,9,1,2,1,2,2,1,2,2,9,4,2,3,1,4,4,2,7,Coding,Yes,Yes,No,android
1,2,2,2,2,3,3,4,2,2,2,9,4,1,3,2,1,8,1,Coding,No,No,No,sql
2,1,2,7,2,2,1,2,2,2,9,8,3,1,4,3,1,3,2,Coding,No,Yes,No,nodejs
4,1,4,7,3,1,2,4,2,2,2,3,3,9,4,4,2,4,1,Design,No,Yes,No,frontend
1,3,1,9,2,2,3,1,2,2,2,2,3,9,2,2,2,3,4,Research,Yes,No,No,angular
2,1,1,4,1,4,3,2,1,4,2,9,1,3,4,3,3,8,4,Coding,No,No,No,redis
2,3,3,1,1,1,2,3,4,4,1,3,4,4,7,3,8,1,1,Coding,No,No,No,devrel
3,1,2,7,4,1,2,4,2,3,7,8,1,2,1,4,1,4,1,Management,Yes,No,No,nodejs
1,4,1,8,4,1,4,4,3,4,4,1,3,8,1,1,4,1,2,Management,Yes,Yes,No,typescript
1,1,1,2,4,4,3,4,3,4,3,8,1,3,2,4,3,9,3,Research,No,Yes,No,sql
7,3,3,3,2,1,3,2,4,1,8,7,2,2,2,3,2,1,4,Management,Yes,No,No,backend
3,2,9,3,3,1,1,2,3,2,8,4,4,1,1,9,3,1,1,Design,No,Yes,No,cpp
1,2,4,9,1,3,2,1,1,1,1,7,2,2,2,2,4,3,2,Design,No,Yes,No,mongodb
2,4,1,8,1,4,1,3,4,3,8,1,4,1,4,1,4,3,8,Research,No,No,No,react-native
1,2,3,2,4,1,2,2,2,2,1,1,7,2,3,1,3,3,8,Management,No,Yes,No,aws
4,4,3,4,4,3,2,3,1,2,9,2,7,4,4,4,4,3,8,Research,No,Yes,No,docker
2,3,1,9,2,3,2,1,2,4,1,3,2,7,1,1,3,2,1,Research,Yes,No,No,typescript
3,2,4,1,2,3,2,1,2,2,3,2,8,1,4,9,4,3,3,Research,Yes,Yes,No,linux
2,2,4,4,2,2,1,4,3,2,4,1,2,3,7,3,4,2,7,Design,Yes,No,No,ux-design
9,2,4,7,1,1,2,3,2,4,2,9,1,9,4,3,3,2,2,Management,Yes,Yes,No,full-stack
1,2,3,3,1,3,3,4,1,3,7,1,9,2,4,3,4,8,4,Coding,No,Yes,No,devops
2,4,2,1,9,2,3,3,1,1,7,9,1,4,3,3,1,4,2,Research,No,Yes,No,aspnet-core
3,4,2,2,2,3,3,1,4,4,3,2,9,2,3,9,4,1,8,Research,No,No,No,cyber-security
1,1,1,3,3,9,2,1,1,3,3,8,3,8,1,2,3,1,3,Research,No,No,No,php
7,4,4,4,4,2,1,3,3,1,9,3,3,4,2,7,2,3,4,Research,No,Yes,No,python
8,2,1,2,1,3,2,3,3,3,7,1,3,1,1,4,2,1,2,Management,Yes,Yes,No,ai-engineer
1,1,3,3,2,2,3,1,2,3,8,4,9,2,3,2,3,4,7,Management,Yes,No,No,docker
1,1,1,9,2,1,4,2,1,2,1,1,8,4,3,4,3,3,9,Design,Yes,No,No,cloudflare
2,4,1,9,2,2,1,4,2,4,2,1,1,9,1,3,3,3,8,Design,No,No,No,react
1,3,1,3,3,4,3,4,4,2,3,4,2,2,4,8,4,8,1,Management,No,No,No,qa
3,2,1,1,2,3,1,4,3,2,4,1,9,4,2,7,3,3,8,Management,No,Yes,No,cyber-security
9,2,2,4,3,1,4,3,3,1,9,9,1,2,4,4,3,1,1,Coding,Yes,Yes,No,backend
4,3,4,3,1,1,4,2,1,4,1,2,1,4,7,2,8,2,3,Design,Yes,Yes,No,devrel
4,4,4,1,1,1,3,1,2,2,1,7,4,3,4,3,3,9,4,Research,No,Yes,No,sql
1,3,1,9,4,3,1,4,2,3,1,2,4,7,4,1,1,4,4,Design,No,No,No,angular
1,2,7,2,4,2,1,2,1,3,8,1,3,3,1,7,3,1,4,Coding,Yes,Yes,No,cpp
3,1,1,8,2,4,4,1,2,4,9,3,2,2,2,4,2,3,8,Research,Yes,Yes,No,react-native
2,4,3,1,4,4,3,1,2,1,8,3,7,2,1,1,1,2,9,Research,No,No,No,docker
3,2,3,2,1,3,4,1,3,2,1,4,8,4,4,7,3,1,7,Coding,No,No,No,cyber-security
1,4,3,7,1,3,2,3,1,3,3,3,7,3,1,1,2,2,9,Management,Yes,Yes,No,cloudflare
1,2,2,2,2,1,2,3,2,4,3,7,1,2,2,3,4,8,3,Coding,Yes,No,No,sql
7,2,1,3,1,4,1,3,2,2,3,9,1,4,4,4,1,8,1,Management,Yes,Yes,No,data-analyst
2,3,2,9,2,1,3,2,4,2,7,2,3,4,3,1,1,2,9,Design,No,Yes,No,react-native
1,4,2,3,3,1,2,1,2,3,3,2,9,2,1,8,3,2,2,Research,No,No,No,linux
7,2,3,9,4,1,2,2,1,3,3,9,2,8,1,1,2,3,2,Management,Yes,No,No,full-stack
7,1,4,3,4,1,4,2,4,4,7,2,8,4,4,3,3,1,4,Research,Yes,No,No,mlops
8,2,3,2,1,1,1,1,4,1,4,7,4,3,2,1,4,7,1,Design,Yes,Yes,No,data-analyst
3,2,1,4,3,8,1,2,1,2,2,9,3,7,4,1,4,3,3,Management,No,Yes,No,php
2,3,2,2,3,3,2,2,3,4,4,9,4,1,2,3,1,9,2,Research,No,No,No,sql
2,4,2,8,4,2,3,2,4,1,3,2,7,1,3,1,1,4,8,Research,No,No,No,cloudflare
3,1,3,3,4,2,1,3,3,2,4,4,3,1,3,9,4,7,3,Design,Yes,No,No,qa
7,1,1,8,2,1,1,3,1,3,2,7,2,7,1,2,2,2,2,Management,Yes,No,No,full-stack
1,4,1,3,3,2,2,3,1,4,2,1,3,1,7,2,4,8,1,Research,Yes,Yes,No,technical-writer
2,1,1,8,3,4,2,4,4,3,2,4,2,8,1,4,1,1,4,Management,No,Yes,No,frontend
4,3,2,1,3,1,2,2,4,4,3,3,4,4,2,9,2,7,2,Research,Yes,No,No,qa
4,4,3,7,1,1,3,1,2,2,4,4,4,9,2,4,3,1,4,Design,Yes,Yes,No,angular
2,2,3,2,1,4,2,2,4,4,1,1,4,3,7,2,3,3,7,Coding,No,Yes,No,ux-design
1,7,9,4,2,2,3,3,3,3,3,3,4,4,2,7,1,1,2,Design,No,Yes,No,computer-science
4,1,2,1,7,1,4,1,1,1,8,9,3,2,4,4,4,2,2,Design,Yes,No,No,aspnet-core
2,2,3,4,4,3,4,4,1,4,4,1,2,4,9,2,2,8,3,Management,No,Yes,No,technical-writer
3,3,7,4,3,1,3,2,3,2,8,3,1,3,3,7,1,3,1,Management,Yes,No,No,cpp
3,4,7,3,3,1,1,4,2,1,2,1,2,2,3,7,4,4,1,Management,No,Yes,No,game-developer
2,2,8,4,1,4,2,3,8,4,1,4,1,2,2,8,4,4,1,Research,No,No,No,blockchain
3,4,4,4,1,1,2,2,2,4,3,3,4,1,2,9,3,7,1,Coding,Yes,No,No,qa
3,1,3,1,2,2,4,4,3,3,3,2,1,1,8,4,3,9,2,Management,No,No,No,technical-writer
3,2,2,8,3,4,4,1,2,4,3,4,9,1,2,4,2,1,8,Management,Yes,No,No,cloudflare
8,4,4,4,4,1,4,3,1,2,8,2,8,2,3,3,2,1,1,Design,No,No,No,mlops
2,4,2,9,3,3,2,2,3,4,9,4,3,3,1,1,1,4,7,Research,No,Yes,No,react-native
7,2,2,4,4,2,2,4,1,2,8,3,2,1,4,4,1,1,3,Management,No,No,No,ai-engineer
9,1,4,2,4,1,1,1,4,4,9,3,2,4,4,9,1,3,3,Research,Yes,No,No,python
8,3,2,4,2,2,4,2,2,1,8,7,1,3,1,1,3,3,1,Design,Yes,Yes,No,backend
3,3,4,3,2,1,1,1,2,1,3,1,4,3,8,3,4,4,7,Design,No,Yes,No,ux-design
4,2,1,2,2,4,2,3,1,3,1,1,7,4,3,2,2,4,7,Research,Yes,No,No,aws
3,1,1,1,2,2,1,1,1,2,8,2,8,3,2,1,3,1,7,Management,Yes,Yes,No,docker
2,4,3,9,4,3,3,2,2,2,2,1,8,1,2,4,3,4,7,Research,Yes,Yes,No,cloudflare
3,4,3,9,4,2,3,4,1,2,2,3,1,8,4,2,1,1,4,Research,No,No,No,typescript
4,3,2,4,3,2,3,2,2,1,3,2,7,1,1,9,3,1,9,Management,No,No,No,cyber-security
4,4,3,3,2,2,3,2,4,4,9,2,9,2,2,3,1,9,2,Coding,Yes,Yes,No,devops
3,3,9,4,2,4,1,1,4,1,4,2,1,1,4,8,2,4,2,Coding,No,No,No,game-developer
1,1,2,1,1,1,2,3,1,3,9,2,9,1,1,1,4,1,8,Design,No,Yes,No,docker
1,3,2,3,3,3,4,4,3,1,2,1,7,1,3,8,2,4,3,Management,No,No,No,linux
8,3,1,1,1,4,3,4,4,4,1,9,4,4,4,3,3,7,3,Management,Yes,No,No,data-analyst
1,3,4,7,2,3,2,2,3,3,1,4,1,9,2,2,4,2,9,Management,No,Yes,No,react
2,3,3,4,3,1,1,2,4,2,1,1,3,1,9,3,7,3,3,Design,Yes,No,Yes,engineering-manager
2,4,4,7,4,2,3,2,2,2,3,7,2,4,4,3,3,4,1,Management,No,Yes,No,mongodb
3,1,1,3,3,3,3,4,3,4,7,3,8,4,1,9,1,4,3,Research,Yes,Yes,No,system-design
4,8,2,1,3,4,2,1,4,3,7,4,2,3,1,3,3,1,9,Research,No,Yes,No,android
4,7,9,1,4,4,1,1,3,3,3,3,3,4,2,8,3,2,1,Coding,Yes,No,No,computer-science
1,2,4,3,2,3,3,2,3,3,4,1,7,2,4,8,4,1,7,Management,Yes,No,No,cyber-security
1,2,1,4,1,1,1,2,4,2,1,3,3,1,9,1,8,4,1,Management,No,Yes,No,devrel
8,4,2,1,2,3,3,2,3,1,8,2,2,2,2,9,1,2,1,Management,Yes,No,No,python
3,4,1,1,2,4,4,2,1,2,8,3,8,4,3,8,3,3,3,Research,Yes,Yes,No,system-design
4,2,2,3,2,3,1,1,3,3,8,3,8,1,2,9,3,4,1,Coding,Yes,Yes,No,system-design
3,1,4,1,8,3,4,4,1,3,9,8,4,4,3,3,3,4,2,Management,No,Yes,No,aspnet-core
4,4,2,9,1,2,4,1,4,1,8,7,3,3,4,3,2,4,1,Design,No,Yes,No,nodejs
8,3,2,4,3,4,3,3,2,3,7,1,9,2,1,2,1,2,2,Research,No,Yes,No,mlops
3,1,4,3,3,3,4,3,1,1,9,4,8,4,3,8,1,1,2,Coding,No,No,No,system-design
2,9,1,2,3,4,4,3,3,3,9,1,1,3,2,1,2,3,9,Management,No,No,No,android
3,2,4,3,3,3,3,3,4,4,7,2,9,4,3,4,4,9,3,Research,No,No,No,devops
3,1,3,2,4,4,4,2,2,3,2,3,3,2,7,1,4,7,3,Design,Yes,No,No,technical-writer
1,4,2,4,3,9,3,1,1,1,4,7,3,7,1,4,2,3,3,Management,No,Yes,No,php
4,1,1,1,1,9,4,2,1,2,1,8,4,9,3,2,3,1,3,Design,Yes,No,No,php
9,3,1,1,4,4,4,4,1,3,9,1,2,2,2,9,3,4,2,Design,No,No,No,python
9,1,1,4,1,3,2,1,3,4,4,8,1,1,1,2,3,7,4,Design,Yes,No,No,data-analyst
1,1,3,3,4,2,1,4,1,3,2,1,1,4,7,4,9,1,1,Coding,Yes,No,No,devrel
3,3,4,3,1,2,2,2,4,2,8,2,7,3,3,1,3,1,9,Design,Yes,No,No,terraform
4,1,1,2,1,3,1,1,4,3,2,4,8,3,3,8,4,3,9,Research,Yes,Yes,No,cyber-security
3,1,7,3,1,1,1,2,4,3,4,1,1,3,3,8,1,4,4,Research,Yes,No,No,game-developer
9,2,1,2,1,2,2,1,3,1,4,2,3,4,2,9,3,1,3,Research,No,Yes,No,ai-agents
4,2,2,3,2,2,3,1,3,2,4,2,7,2,3,7,2,1,2,Coding,Yes,Yes,No,linux
8,3,4,2,4,2,3,2,4,3,8,4,3,1,2,1,4,1,2,Design,No,Yes,No,ai-engineer
2,4,2,4,4,1,4,4,1,1,8,3,8,2,1,1,2,8,4,Management,No,Yes,No,devops
2,1,1,3,2,1,1,3,2,2,8,2,7,4,3,9,1,1,1,Coding,No,Yes,No,system-design
1,4,4,4,2,1,3,1,4,4,4,1,8,1,4,9,4,4,8,Design,Yes,Yes,No,cyber-security
2,3,1,8,1,1,3,3,3,3,1,2,1,8,3,1,1,2,4,Design,No,Yes,No,typescript
3,9,4,2,2,4,4,2,4,2,9,2,3,1,3,3,1,1,9,Management,No,No,No,android
2,1,2,1,4,3,1,1,3,4,1,4,9,1,3,9,1,1,2,Research,No,No,No,linux
3,4,3,3,2,4,3,3,4,2,7,4,9,2,4,4,1,2,7,Coding,Yes,Yes,No,terraform
2,1,9,3,1,3,1,4,9,1,3,2,1,2,4,8,2,2,2,Design,No,No,No,blockchain
7,1,4,1,1,2,2,3,1,3,7,9,1,3,2,1,1,4,3,Coding,Yes,No,No,backend
9,4,4,1,1,2,2,3,2,3,7,9,3,2,3,4,4,3,2,Management,No,No,No,backend
7,2,3,4,1,1,4,1,2,1,2,2,1,3,3,9,4,1,4,Research,No,Yes,No,ai-agents
3,2,4,2,2,3,1,1,1,1,9,2,9,3,1,4,2,2,9,Management,No,No,No,docker
3,1,2,4,3,4,2,3,4,1,9,4,7,4,3,2,2,1,8,Research,No,No,No,docker
3,2,2,8,1,2,1,2,1,4,1,8,3,2,3,1,1,1,4,Research,Yes,No,No,mongodb
4,2,4,3,1,2,2,4,2,2,2,1,1,2,9,1,4,2,7,Coding,No,Yes,No,ux-design
3,1,8,3,3,2,1,4,3,3,2,4,2,1,4,8,2,1,3,Management,No,Yes,No,game-developer
1,1,2,4,2,7,3,4,3,1,4,7,3,7,3,3,4,1,4,Research,No,No,No,php
1,2,3,7,3,1,1,2,1,3,3,1,3,8,3,2,1,1,9,Design,No,Yes,No,react
8,3,1,1,4,1,1,1,4,4,8,4,3,4,4,3,1,3,4,Design,No,Yes,No,ai-engineer
3,4,4,1,3,2,3,3,3,3,1,3,7,1,3,7,3,3,9,Management,No,Yes,No,cyber-security
2,3,4,2,4,4,2,4,1,3,2,1,2,4,8,2,7,2,3,Management,Yes,Yes,No,devrel
2,1,4,7,4,2,3,4,4,2,7,8,4,3,4,2,3,1,1,Management,Yes,No,No,nodejs
4,4,8,3,2,3,4,2,1,2,2,1,2,2,3,8,4,2,2,Management,Yes,Yes,No,game-developer
1,2,3,8,2,2,3,3,2,3,1,1,4,7,2,1,2,3,1,Research,Yes,Yes,No,frontend
2,4,4,3,1,3,3,1,4,1,7,1,7,4,3,3,1,2,9,Coding,Yes,Yes,No,docker
2,2,4,1,3,3,3,4,3,3,9,1,8,2,3,2,4,8,2,Design,Yes,Yes,No,devops
1,3,1,8,1,3,1,1,4,3,2,4,1,9,1,3,1,3,8,Design,No,Yes,No,react
2,1,4,2,1,4,4,2,4,1,8,2,9,3,4,2,4,1,7,Coding,No,Yes,No,docker
1,2,3,2,3,3,4,4,3,3,1,2,2,2,1,9,1,9,3,Design,No,No,No,qa
3,2,2,8,2,2,2,4,4,1,3,1,1,8,1,1,2,2,8,Coding,Yes,Yes,No,vue
1,1,4,2,3,8,2,2,1,1,4,8,3,7,4,4,1,3,3,Design,Yes,No,No,php
4,2,3,2,2,1,1,1,3,2,3,1,4,1,8,1,9,2,4,Research,Yes,Yes,Yes,engineering-manager
3,4,3,7,4,4,2,1,4,4,3,1,8,2,4,1,4,2,9,Management,No,No,No,cloudflare
1,2,3,1,4,3,2,1,2,1,1,4,8,1,2,3,3,2,8,Research,No,Yes,No,aws
4,1,1,2,2,2,1,4,3,3,9,3,9,1,3,7,1,1,1,Management,Yes,No,No,system-design
4,1,3,2,4,1,4,1,4,1,4,2,3,1,1,8,3,8,3,Management,No,No,No,qa
4,3,1,3,3,4,2,2,2,4,1,4,8,2,1,9,3,4,7,Research,Yes,No,No,cyber-security
1,2,3,8,1,1,4,3,1,3,4,1,7,3,3,4,2,4,9,Design,No,No,No,cloudflare
3,1,4,4,3,1,4,2,2,1,1,4,2,4,7,1,4,2,9,Management,No,No,No,ux-design
1,2,3,2,4,1,4,4,4,1,2,1,9,1,3,8,3,3,1,Design,Yes,Yes,No,linux
2,1,4,4,2,2,3,2,4,2,1,2,1,3,8,2,4,8,4,Design,Yes,No,No,technical-writer
7,3,3,1,1,1,4,4,4,3,9,1,4,1,3,3,1,2,1,Management,No,Yes,No,ai-engineer
7,4,4,3,3,4,3,4,3,4,1,9,2,4,3,8,3,4,1,Coding,No,Yes,No,ai-data-scientist
3,4,3,1,3,4,4,2,1,1,8,1,7,3,4,4,4,3,9,Design,Yes,Yes,No,docker
2,4,4,9,1,2,3,1,4,2,2,4,1,9,3,2,1,2,1,Coding,Yes,No,No,frontend
1,1,3,7,2,2,1,4,3,1,8,4,3,3,4,1,3,4,7,Coding,Yes,No,No,react-native
8,2,1,4,3,1,4,2,2,3,8,4,4,4,3,9,2,3,3,Management,No,No,No,python
4,1,3,3,3,2,1,2,1,2,9,1,8,3,2,2,3,2,9,Coding,Yes,Yes,No,docker
2,3,4,7,3,3,3,4,3,1,2,3,4,8,3,4,4,3,4,Design,Yes,Yes,No,angular
3,9,8,1,2,2,1,4,4,4,4,3,1,1,2,7,4,3,2,Research,Yes,No,No,computer-science
4,3,4,4,4,4,3,1,2,2,3,1,1,2,9,4,4,7,3,Research,No,No,Yes,product-manager
8,4,2,2,1,3,4,2,3,4,2,3,3,4,2,7,3,4,3,Coding,No,No,No,ai-agents
1,1,7,4,4,1,2,4,8,3,1,3,4,4,4,9,2,3,2,Design,Yes,Yes,No,blockchain
4,2,4,9,4,1,1,4,2,4,2,2,4,9,1,3,4,4,3,Coding,No,No,No,typescript
7,1,2,2,1,1,1,2,4,2,4,3,4,2,1,8,3,3,1,Management,No,No,No,ai-agents
8,1,2,4,1,2,1,3,2,2,9,1,2,4,3,8,1,3,3,Coding,No,No,No,python
8,4,1,2,1,4,4,1,3,2,4,1,9,1,1,9,3,2,1,Management,No,Yes,No,ai-red-teaming
2,2,2,1,3,3,2,3,4,3,2,8,1,3,2,4,2,8,2,Management,Yes,Yes,No,sql
2,1,2,4,4,3,4,4,2,3,2,2,3,3,8,2,1,7,3,Management,Yes,No,No,technical-writer
1,3,2,1,4,8,3,2,3,2,3,9,4,8,1,2,2,4,3,Research,Yes,Yes,No,php
2,2,2,1,3,1,2,4,3,8,9,1,1,3,2,7,2,2,2,Research,Yes,No,No,rust
7,3,2,2,3,3,3,3,2,2,2,7,1,1,3,1,2,8,3,Management,Yes,Yes,No,data-analyst
4,4,3,1,2,4,3,2,2,3,3,4,2,3,9,1,4,9,3,Research,No,Yes,Yes,product-manager
4,1,1,7,4,3,1,4,1,4,7,9,3,2,1,4,2,3,3,Management,Yes,Yes,No,nodejs
2,1,1,4,3,4,4,4,2,9,9,2,3,2,2,8,3,4,2,Coding,Yes,No,No,rust
8,1,3,4,3,3,4,2,2,2,1,7,2,4,3,7,3,3,1,Design,Yes,Yes,No,ai-data-scientist
4,3,1,3,4,1,2,4,4,4,4,1,4,4,9,1,2,8,4,Management,No,No,Yes,product-manager
7,1,3,4,4,1,4,1,3,1,7,2,7,2,2,3,1,2,1,Design,Yes,No,No,mlops
3,3,1,7,2,2,3,4,3,3,3,1,3,7,3,2,1,3,9,Design,No,No,No,vue
1,4,2,1,4,4,2,2,4,4,4,9,1,2,4,1,4,8,2,Research,Yes,Yes,No,redis
2,4,3,2,4,4,1,3,2,1,3,2,2,4,8,2,1,9,1,Research,Yes,Yes,No,technical-writer
4,4,1,9,2,1,2,2,3,3,8,8,1,4,3,1,2,2,3,Management,No,Yes,No,nodejs
8,3,4,3,4,1,3,3,3,1,8,8,3,4,4,2,4,2,3,Management,Yes,Yes,No,backend
1,3,4,8,4,4,2,2,4,4,1,4,4,7,4,3,1,4,9,Research,Yes,No,No,react
3,2,1,9,1,1,2,2,4,4,7,7,3,4,1,1,4,3,4,Design,No,No,No,nodejs
8,2,2,1,4,3,3,1,2,2,4,8,2,2,4,1,4,7,2,Management,Yes,Yes,No,data-analyst
2,2,3,2,4,4,2,1,3,2,3,1,4,1,9,2,2,8,1,Management,Yes,No,No,technical-writer
1,4,4,3,4,2,4,2,3,3,2,3,2,1,9,2,2,8,2,Research,Yes,No,No,technical-writer
3,2,1,9,1,1,1,4,2,3,8,1,2,4,1,1,1,2,7,Coding,No,Yes,No,react-native
8,3,3,1,1,2,2,4,1,2,2,8,4,2,2,8,2,1,3,Research,No,No,No,ai-data-scientist
2,1,4,3,2,4,4,3,1,1,8,3,8,2,4,8,1,1,2,Coding,No,No,No,system-design
3,7,3,3,4,2,2,4,1,2,9,1,3,4,1,3,3,2,7,Design,No,No,No,android
1,4,9,4,1,3,3,3,9,3,3,3,3,2,4,7,4,2,2,Management,Yes,No,No,blockchain
8,4,2,1,4,3,2,2,3,4,7,2,4,2,4,7,4,2,4,Research,No,Yes,No,python
8,1,3,8,1,4,2,2,3,1,1,9,2,7,2,1,4,4,3,Management,No,No,No,full-stack
7,1,2,4,1,3,3,3,2,2,9,8,2,1,4,1,1,3,4,Research,No,No,No,backend
3,2,1,3,4,4,3,4,3,1,9,1,7,2,4,4,3,2,8,Management,Yes,No,No,kubernetes
4,2,4,7,3,1,4,3,2,3,9,2,2,1,1,2,1,3,8,Management,No,Yes,No,react-native
1,2,4,3,3,1,4,3,3,1,1,4,2,3,7,4,9,1,4,Design,No,No,Yes,engineering-manager
1,4,3,2,3,2,3,4,2,2,3,9,2,1,4,2,1,7,1,Coding,No,Yes,No,redis
1,7,8,3,4,2,3,3,4,3,4,1,1,1,4,9,1,2,1,Management,Yes,Yes,No,computer-science
2,2,3,9,1,3,1,1,3,4,4,1,1,9,3,4,2,4,3,Coding,No,No,No,typescript
1,1,1,9,4,1,4,2,3,3,7,7,4,4,1,1,1,3,1,Design,Yes,No,No,nodejs
4,4,4,1,1,4,2,3,1,4,2,7,3,1,4,2,3,9,4,Research,No,No,No,sql
3,2,4,3,4,4,2,1,2,2,7,1,9,3,2,1,4,9,4,Management,No,No,No,devops
8,3,4,4,2,4,1,3,1,2,8,2,2,3,4,8,4,4,2,Management,No,No,No,python
3,4,4,2,2,4,3,2,2,3,4,7,4,4,2,1,2,7,4,Coding,No,No,No,sql
2,3,1,2,1,1,4,3,1,4,2,1,7,2,3,3,2,1,8,Coding,Yes,Yes,No,aws
7,3,2,7,2,3,4,3,2,1,1,7,1,9,4,4,1,3,1,Research,No,Yes,No,full-stack
2,2,4,1,1,3,3,2,4,2,7,3,8,1,2,3,2,4,7,Design,No,No,No,kubernetes
7,4,2,1,3,3,2,3,4,2,7,4,3,2,1,3,4,4,1,Design,Yes,No,No,ai-engineer
1,2,7,4,1,4,4,4,9,4,2,3,1,4,1,8,2,2,2,Coding,Yes,Yes,No,blockchain
3,2,7,4,2,3,2,4,3,1,7,2,4,4,2,9,4,4,4,Management,Yes,Yes,No,cpp
1,3,2,4,3,1,2,2,3,9,7,1,2,2,4,9,2,4,3,Coding,Yes,No,No,rust
3,4,3,1,4,3,1,1,3,3,3,3,2,4,8,1,2,3,9,Research,No,Yes,No,ux-design
9,1,3,4,1,1,1,4,3,1,2,8,4,1,3,3,3,7,4,Design,No,No,No,data-analyst
8,1,4,1,1,2,3,2,2,4,8,1,7,4,2,3,2,1,4,Coding,Yes,Yes,No,mlops
8,3,3,1,2,2,4,2,1,3,1,7,3,1,2,8,2,3,1,Design,No,Yes,No,ai-data-scientist
2,2,4,4,4,4,3,3,2,3,8,3,7,1,4,3,2,7,1,Research,No,Yes,No,devops
4,4,8,2,3,1,3,1,3,4,9,4,1,3,4,8,4,4,2,Management,Yes,Yes,No,cpp
4,9,3,3,4,3,2,3,4,2,7,3,4,2,1,1,2,1,8,Research,Yes,Yes,No,android
2,1,1,8,1,2,4,2,2,2,2,2,3,9,3,3,4,4,2,Design,No,No,No,angular
9,1,2,1,4,1,3,4,3,4,7,8,1,4,4,1,2,3,4,Design,Yes,Yes,No,backend
7,2,1,1,1,4,3,1,1,1,3,3,8,4,1,8,4,2,1,Management,No,No,No,ai-red-teaming
4,4,3,1,4,3,3,2,1,2,3,8,2,1,2,2,1,7,3,Research,No,Yes,No,sql
2,2,4,4,4,3,2,1,3,1,8,4,9,1,1,2,3,2,8,Coding,No,No,No,kubernetes
8,4,4,1,1,1,2,1,3,1,4,8,4,3,1,1,1,8,4,Research,Yes,Yes,No,data-analyst
4,3,1,7,2,4,2,1,3,2,1,9,3,3,3,1,2,1,1,Management,Yes,Yes,No,mongodb
